Achats mensuels,Montant des achats
46.71396140768353,46.41639935488633
50.87007408062377,48.63379980242478
55.23687571510818,56.582756849364344
52.26869578155606,60.92741001414904
24.191504779697475,27.137695459135358
28.48104128271635,17.021321728675336
25.26544802780539,29.05373789405393
28.650282350889896,28.276232041688644
26.74472549343021,25.239984025346782
41.54550040516274,30.322658132653007
27.536463304279483,25.414361553098683
32.36878206364591,32.65920296001628
33.17629174656597,35.7890069023621
24.85200841904113,29.46699701253305
31.914427914470373,28.531747723049005
34.2397085215523,38.561449041824275
30.238003430988332,30.72609228128463
36.31342433766524,26.844721829325422
25.03338604286844,26.13507436470141
33.32056593046265,36.4638766156356
25.11662060640316,23.380382696296376
35.32444876357388,30.15412416121129
26.35530933216603,29.554612977175758
28.78781168686547,25.850394291479958
26.901998383888632,28.98005848780577
41.98944011957808,25.90753843407191
33.14165643572256,32.90073185428824
31.319178109789707,37.56329504281976
30.953241301455748,30.47137284333201
33.79743899095473,17.913994265268798
31.409978158292834,22.5597107694567
23.683646352144443,22.93117648551669
35.50629804686062,32.656477961238174
26.31045859237952,39.94068390461149
14.229733019112473,39.025972612130104
30.557250660047497,26.131661600668718
30.454987893696536,32.48302320491745
31.509376776601407,24.776929067418838
28.43707731543769,33.51037048237773
32.6576639932348,31.821393685044576
36.31474963738992,32.1960008028643
37.44317139363734,34.91428769473227
33.68406195632569,31.256828435434514
25.685936739989756,39.884471638179704
33.11121331281633,30.613786575286557
23.484655373479075,24.00514676850552
28.014452866858395,31.858782014227856
39.14589513972999,24.81809567816865
28.482458414844185,25.312092447936603
30.665638881253308,35.332126331940714
36.06136750922008,29.015389620035677
30.405707453116456,24.400828716784723
40.408874128228,32.01472276449198
24.548920926004676,37.13054460762481
23.513300871111745,25.097288881860027
28.161171458846226,31.387899068176836
31.261006557405565,24.6459519262509
22.2555768450478,31.020976495490938
21.763555512648956,31.41451874064185
31.737960587889184,23.856880655263076
22.67473167131965,29.770875595514884
29.865082789665493,23.230022340826608
24.19101961842453,40.06079923750752
30.4163334632561,22.221924527063514
28.551796993123208,26.24107531653628
31.355314939679367,34.39572597698722
30.91907113681298,38.89168407790604
26.779350298631165,23.98533564743434
30.404547180666835,26.93454764256341
27.828677004192013,28.818355323241644
22.173243516519502,29.283588301207175
22.150020111941245,30.875309655287545
33.132044368254306,30.90761647302899
24.41634092068885,27.258631949812745
26.131163760534847,39.992676136579206
28.81185759885387,29.78706375040946
30.77233831925664,37.697985993546695
34.9614458304866,39.78348168158673
27.97297561484852,25.9006739125878
26.176069748148098,29.429530244103834
27.067798777656108,34.36596253928867
29.135555037225128,35.419078838972794
25.786475386631622,30.56396302144536
34.143899374878195,29.420138304428065
78.98216041314532,50.11103644535754
85.16940551014912,76.02559797731699
65.51029967992048,63.32766866594211
67.15802102244834,59.38674766115632
76.44902924731062,79.24909206778547
50.99090326809804,62.13940632181293
58.24860679192227,81.27523765291653
65.49532495038171,74.55656743068911
53.9379391289642,70.8603580760152
64.82954915773921,68.69195760952282
72.88035693898999,75.1188654316096
82.58218012755961,65.97732454792818
67.21878463400591,51.740846082532485
79.76441832928126,75.98421023845279
70.54006623647892,55.433772385984916
61.82613201260189,75.89306544066176
80.80894029824405,56.30679161069709
62.04117997744555,62.70171687916225
84.60020332330195,68.07186937680164
77.14914397767619,93.91192442828242
77.82064959797599,80.16722540043526
60.32845847644941,63.94177919727914
67.5996601702875,82.07618614735783
60.59434389507232,65.09642047654037
64.47732620697711,73.92315716399558
74.87437385027731,74.91624350193855
75.08324461074244,55.987161797902154
55.263767083502024,68.03725478141263
66.4675049425806,73.69084890321867
56.40330193516831,51.01153441003274
65.70330551079785,62.57207303071468
75.09303955509529,82.34325438643081
60.25347980852844,59.23390504914862
68.67673713474971,54.053388349687665
48.51030753696085,67.215560333383
87.39795674395057,72.61641226928337
61.68083778580144,59.52697281843943
65.71179792848339,65.00226613330088
86.46764141278375,76.77409570480566
68.05280972154829,81.75387628976816
84.03755548689323,64.59562952845778
104.0762352888506,71.84341271685209
67.74884716723324,71.5011261181447
78.49256190159764,72.86697645836173
71.76624624813753,62.23213578190859
69.35854444584612,61.236548134653106
56.23845869988135,71.39874388618709
66.25754038590236,79.13722709475091
66.91730735128533,77.2947042253184
80.08012811766778,48.402825111854725
74.90958691504295,61.210048430225626
83.04467962082907,89.20613057904731
78.59351948963204,79.45858233457801
57.732608901715906,77.95676354164536
64.6737504605177,71.57747668149223
59.68478382588799,60.214301210458245
67.7196593565628,71.0381800823178
69.5272566944867,71.56810535044154
62.73112059261401,65.91113323160586
78.18469721370734,75.53060135445683
52.80054014148128,64.3328624616215
58.903972768510116,70.03757369174453
61.140096309062905,67.49107423086447
67.5501362654284,80.01674954915863
87.21672081816376,79.33780880201763
62.76091369323733,70.66403183930028
82.36117072651071,67.11500038402187
78.44147179963221,65.72128773593086
68.89563998594883,67.05517850745983
75.16195709198799,54.699419825934086
86.67394219682187,87.6486630055968
74.89281840392336,71.89595833381387
82.74629322456595,72.12813249521054
81.15720335100465,73.0877002383314
77.99051192183303,77.91856470846989
77.97970188162647,53.42156289170627
57.75234599956486,53.31293818566334
69.34618887388248,81.05975506107806
76.78502427907935,65.20830973184476
79.63576949115745,73.49352639163091
72.54829258917181,76.74318903729504
67.40006754857095,77.22819856150262
76.26421280586969,76.1059433688695
72.65930868465928,56.65266209309388
63.4391153849257,77.59350772246084
59.18242637077462,59.486841637359326
77.7320507109212,69.09498239088603
72.23627882167546,64.47424058280725
73.7405146002343,62.15192014045829
67.70338218430577,92.06309703162475
61.92701817472406,43.47691963185862
77.11176315810567,63.88435264241622
86.24834037793354,77.67370255109263
97.66227722321301,63.13581183035285
63.61596092488841,69.98228574868615
66.08997891211204,56.73071814786268
76.62049632980367,59.97129035923163
62.66266234312731,67.95182296160512
80.4301063085871,73.53938728655882
78.6695854390372,88.08046084194976
66.58379609369365,70.06128102153356
56.870617366251636,71.99148541042013
69.84001291313582,77.07675079187933
57.587561783215875,61.91701218455374
57.47323394371062,83.53239757142876
87.41675493982034,59.01411646050647
71.34683898770915,67.30287425091471
78.48802097705989,71.13573483182752
72.22914097975386,60.91994448031659
64.15196015855847,75.37196401292758
83.4550859009324,72.74115982665225
110.15970757026167,63.998555442181605
56.3197256940138,74.46806747601161
72.80372114251671,57.132254747327224
53.432934468335034,72.3248861389954
71.73691505768072,70.80386234969933
62.85537152559405,83.56732926762638
59.797325768385186,55.97797643778188
79.42734851076428,73.538895499171
50.064888905023736,61.857001585268904
