Date,Revenue,Expenses,Profit
2021-07-23,9808.461508313803,7177.951779551589,2630.509728762214
2021-07-24,6801.990487697842,7957.167061564709,-1155.1765738668673
2021-07-25,11853.567272317836,6729.590233712591,5123.977038605245
2021-07-26,9764.620741514764,6637.2368693113385,3127.383872203425
2021-07-27,7440.956756211101,12505.675684216843,-5064.718928005743
2021-07-28,9104.05256476581,9844.129000556357,-740.0764357905464
2021-07-29,13881.588392088655,8245.59750935129,5635.990882737366
2021-07-30,8653.72177743031,9609.315915125577,-955.5941376952669
2021-07-31,10482.999937208622,8082.0414026206145,2400.9585345880078
2021-08-01,14036.805045026395,8047.942846403391,5988.862198623004
2021-08-02,11330.066288903643,11067.805392000151,262.2608969034918
2021-08-03,7394.346872804732,7944.76916741999,-550.4222946152577
2021-08-04,8910.664035533498,7888.1628319288675,1022.501203604631
2021-08-05,14076.28017757952,8009.474010810546,6066.8061667689735
2021-08-06,9886.278261708823,8260.12835995728,1626.1499017515434
2021-08-07,9933.384675306479,7631.300769240954,2302.0839060655253
2021-08-08,10252.080751391735,9039.554200823863,1212.5265505678726
2021-08-09,11128.615792454391,5632.253074159698,5496.362718294693
2021-08-10,9644.780212560423,9050.151172926788,594.6290396336353
2021-08-11,7967.468733139535,6373.94923485929,1593.519498280245
2021-08-12,9159.510036333499,8796.06220758895,363.44782874454904
2021-08-13,8411.087989789481,8550.052420169206,-138.96443037972494
2021-08-14,9105.206417180647,11109.496591254985,-2004.2901740743382
2021-08-15,6618.422269933497,9595.012950185399,-2976.590680251902
2021-08-16,7318.941998468308,8459.425824293867,-1140.4838258255586
2021-08-17,7587.706865579763,9300.498936078458,-1712.7920704986955
2021-08-18,9864.504537666005,6879.604357140828,2984.9001805251773
2021-08-19,11298.853557338829,7587.725461284841,3711.128096053988
2021-08-20,10042.262519605749,8393.005624225307,1649.256895380442
2021-08-21,9717.75384554582,8633.735558463146,1084.0182870826739
2021-08-22,9060.1981463891,10579.919515828173,-1519.721369439072
2021-08-23,8616.33419220011,6176.8425933031385,2439.4915988969706
2021-08-24,9107.978850509158,8046.844921835914,1061.1339286732446
2021-08-25,10474.440887307393,7108.948857446445,3365.4920298609486
2021-08-26,10144.358269916685,9676.509353482488,467.84891643419724
2021-08-27,10338.077427980608,7549.342979643551,2788.734448337057
2021-08-28,9378.298167832303,6379.931722922347,2998.366444909956
2021-08-29,6332.202083483093,8005.815460660055,-1673.6133771769619
2021-08-30,9832.872792007798,11448.473487471263,-1615.600695463465
2021-08-31,10827.892163599132,6102.535184554767,4725.356979044365
2021-09-01,10124.916268200182,8293.408939190327,1831.5073290098553
2021-09-02,11400.350962648905,9137.345221199324,2263.0057414495805
2021-09-03,6268.1714771465195,6160.3347057024475,107.83677144407193
2021-09-04,8290.495201561549,9327.885330385587,-1037.3901288240377
2021-09-05,11992.200488281145,7223.216222080175,4768.9842662009705
2021-09-06,12027.404435481129,8700.230378535547,3327.1740569455815
2021-09-07,10483.842994537508,8353.539615099784,2130.3033794377243
2021-09-08,6712.878114421552,8211.382793520394,-1498.5046790988417
2021-09-09,10649.355962535337,6787.427801195897,3861.9281613394405
2021-09-10,12058.141592086726,8719.606270991793,3338.5353210949324
2021-09-11,11219.28676237044,7749.629623205398,3469.6571391650423
2021-09-12,8901.720565098649,7180.851124230512,1720.8694408681367
2021-09-13,11355.309688602236,9524.37720988859,1830.9324787136466
2021-09-14,7149.7919735187315,11641.734825726991,-4491.94285220826
2021-09-15,7900.474226545429,10499.094760867782,-2598.620534322353
2021-09-16,7946.996503167358,5939.391447328941,2007.6050558384177
2021-09-17,10847.416741477882,9627.476409302899,1219.9403321749833
2021-09-18,9861.58076677879,6866.563225487612,2995.0175412911785
2021-09-19,9092.628197799408,7837.005806723106,1255.622391076302
2021-09-20,10964.428992195426,6391.156921327427,4573.272070867999
2021-09-21,9901.075561191607,5708.484237391831,4192.591323799776
2021-09-22,10174.282446870144,5910.802588105332,4263.479858764812
2021-09-23,11158.926597213182,6296.353791764381,4862.572805448801
2021-09-24,9026.175593451948,9033.148701291047,-6.973107839099612
2021-09-25,10262.56079685446,10846.80154090857,-584.2407440541101
2021-09-26,7616.169169808021,8478.120939536631,-861.9517697286101
2021-09-27,11919.099837988893,6867.03827413063,5052.061563858263
2021-09-28,11317.270298769048,7328.445583573901,3988.8247151951473
2021-09-29,8456.61729335814,9989.148933592358,-1532.5316402342178
2021-09-30,14936.298550321835,6517.078864890553,8419.219685431282
2021-10-01,10115.993196708267,7610.623128209558,2505.370068498709
2021-10-02,13615.956559820255,6570.668783706877,7045.287776113379
2021-10-03,8607.637074613833,8450.096456010215,157.540618603618
2021-10-04,10840.60078940914,9039.617876564485,1800.9829128446545
2021-10-05,13225.844687377237,7800.034237213175,5425.810450164062
2021-10-06,10882.535595711734,9932.328913091445,950.2066826202881
2021-10-07,12314.30577875655,7616.361266295359,4697.944512461191
2021-10-08,11417.364188895339,6618.351565536686,4799.0126233586525
2021-10-09,7349.997647590726,9286.403488716805,-1936.4058411260794
2021-10-10,9596.290431658352,9197.955070970505,398.33536068784633
2021-10-11,7416.699776997914,5692.56189384143,1724.1378831564843
2021-10-12,8346.885695374767,7624.282238961625,722.6034564131423
2021-10-13,6701.677205655665,7903.09875060834,-1201.4215449526755
2021-10-14,10106.512425900533,6068.944248313466,4037.568177587067
2021-10-15,9642.014948102065,6874.708654060476,2767.3062940415894
2021-10-16,11517.68775730859,7588.1309606351,3929.5567966734898
2021-10-17,7769.734447620094,4842.556373698253,2927.178073921841
2021-10-18,9081.00119209099,8521.563475893858,559.4377161971315
2021-10-19,10642.21084335745,9633.678423019712,1008.5324203377386
2021-10-20,7664.008674588415,8518.795353952726,-854.7866793643116
2021-10-21,6370.007902373542,7339.251219992798,-969.2433176192562
2021-10-22,8258.867533969596,8208.148683593648,50.71885037594802
2021-10-23,8558.656966247132,8517.627161091328,41.02980515580384
2021-10-24,10998.708951306802,5640.384213186974,5358.324738119828
2021-10-25,11368.708213644357,9354.208278502294,2014.499935142063
2021-10-26,11518.319825724446,8274.93178887168,3243.388036852766
2021-10-27,9811.249295091167,10924.882537771486,-1113.6332426803183
2021-10-28,11770.15512769662,5459.336830690905,6310.818297005715
2021-10-29,11322.838349515609,8318.567397343748,3004.2709521718607
2021-10-30,9218.734397847897,7958.191747199805,1260.5426506480917
2021-10-31,10178.123346510487,8763.859106692486,1414.2642398180014
2021-11-01,7355.415041875171,8266.503186106103,-911.0881442309328
2021-11-02,12663.933496650454,7929.510190171099,4734.423306479355
2021-11-03,7528.208491946713,9430.56204702983,-1902.3535550831175
2021-11-04,8222.999851563189,6300.402825494018,1922.597026069171
2021-11-05,11685.800861853464,7850.140968155881,3835.6598936975834
2021-11-06,10089.745235456505,7831.7756329544345,2257.9696025020703
2021-11-07,9081.815194307519,8231.235786707786,850.5794075997328
2021-11-08,7126.994563431758,5660.319081462187,1466.6754819695716
2021-11-09,8524.3419075782,8030.720749350995,493.62115822720534
2021-11-10,8898.606424187665,9090.852811417779,-192.24638723011412
2021-11-11,10121.698528886034,6678.6234016271865,3443.0751272588477
2021-11-12,8426.419797856232,8512.908596690237,-86.48879883400514
2021-11-13,9221.743775036162,7590.045372868227,1631.6984021679355
2021-11-14,6708.273320730481,8775.969523159421,-2067.6962024289405
2021-11-15,7511.106976940737,6828.446487418159,682.6604895225773
2021-11-16,10793.991072009392,8899.599973257044,1894.3910987523486
2021-11-17,11531.283146065125,4121.044658464164,7410.238487600961
2021-11-18,9014.310556373943,5508.995010072095,3505.3155463018475
2021-11-19,8939.882550356713,7599.4535086600035,1340.4290416967096
2021-11-20,8652.138946142328,5960.043734567139,2692.095211575189
2021-11-21,12772.909040653683,8195.834945772238,4577.0740948814455
2021-11-22,8849.900424643223,6525.52962868161,2324.370795961613
2021-11-23,5596.011297159556,10712.5754685368,-5116.564171377243
2021-11-24,10771.734645720202,8446.232299382977,2325.5023463372254
2021-11-25,11322.859573595872,5784.155959243911,5538.703614351961
2021-11-26,10885.558420827507,10561.329421686381,324.2289991411253
2021-11-27,7816.952654023828,4400.591753382045,3416.360900641783
2021-11-28,12031.469630725362,6690.105715769576,5341.363914955786
2021-11-29,13003.084413802773,8758.531860707915,4244.552553094858
2021-11-30,9316.501553460015,6979.437246478208,2337.064306981807
2021-12-01,10167.599383055744,6340.299286472312,3827.3000965834317
2021-12-02,9923.319548026268,8797.696856209699,1125.6226918165685
2021-12-03,10048.662116868394,9585.844294610975,462.8178222574188
2021-12-04,10718.327652811751,8603.39997186139,2114.927680950361
2021-12-05,8089.854254974821,8227.972261632103,-138.11800665728242
2021-12-06,10539.94640986698,8751.086870790285,1788.859539076695
2021-12-07,12015.493804474982,8587.645248712992,3427.8485557619897
2021-12-08,10698.271312243622,6870.470146339472,3827.8011659041495
2021-12-09,10103.365075420215,7387.717375404335,2715.64770001588
2021-12-10,8358.848212547056,11028.165798835667,-2669.317586288611
2021-12-11,9648.803203869309,9241.350001735771,407.45320213353807
2021-12-12,10807.885409375376,6979.9789402956185,3827.9064690797577
2021-12-13,9097.679307928393,9919.813896690333,-822.1345887619409
2021-12-14,8834.765373758248,8412.878773724819,421.8866000334292
2021-12-15,8390.986696574293,8473.742277410713,-82.75558083641954
2021-12-16,9861.851370906945,8333.985408704753,1527.8659622021914
2021-12-17,8019.299051382735,5447.369877058782,2571.9291743239537
2021-12-18,13243.796298061869,9813.645736293714,3430.150561768154
2021-12-19,9637.317215211626,7929.884578341256,1707.4326368703696
2021-12-20,6807.82965445412,8069.6104106682305,-1261.7807562141106
2021-12-21,10615.304839317261,9513.259532134376,1102.0453071828852
2021-12-22,9752.98462077475,7690.95141490324,2062.0332058715103
2021-12-23,9078.281843986144,8611.473667125778,466.8081768603661
2021-12-24,10638.559995631385,8609.020117875752,2029.539877755633
2021-12-25,6738.969556860247,6741.781175144855,-2.8116182846079028
2021-12-26,8027.64468344025,7185.840973414647,841.8037100256033
2021-12-27,7915.27871594552,8288.890573276763,-373.6118573312433
2021-12-28,9244.038040294077,7759.100480526544,1484.9375597675335
2021-12-29,8231.417996538405,10014.630598910033,-1783.2126023716282
2021-12-30,13184.6172941587,7920.6359318654695,5263.98136229323
2021-12-31,9553.540898324443,8258.121360771562,1295.4195375528816
2022-01-01,8859.929763633401,8352.132787387123,507.79697624627806
2022-01-02,14134.827892159885,7249.7359978062605,6885.091894353624
2022-01-03,11367.64491473832,8766.106392213811,2601.538522524508
2022-01-04,6536.555134896498,6999.403084507254,-462.8479496107557
2022-01-05,9480.476478649663,10840.71572903792,-1360.2392503882566
2022-01-06,10965.556378086167,7317.483889565496,3648.072488520671
2022-01-07,11799.645712082616,7900.857707191086,3898.7880048915304
2022-01-08,11810.939423041378,6434.8523726096255,5376.087050431753
2022-01-09,10002.948777206368,8581.498317806436,1421.4504593999318
2022-01-10,8599.457318204968,8784.180590432801,-184.72327222783315
2022-01-11,9061.070016142792,9253.84221172473,-192.77219558193792
2022-01-12,9437.503343358449,8096.837301284165,1340.6660420742837
2022-01-13,8403.665816447496,6113.557081034409,2290.108735413087
2022-01-14,8910.159535652298,8410.737085274941,499.42245037735665
2022-01-15,10441.520874838328,9797.464562079913,644.0563127584155
2022-01-16,6270.644900662598,11152.212341136052,-4881.567440473454
2022-01-17,9405.283964919547,6294.139106796182,3111.1448581233644
2022-01-18,9568.438678975808,7050.511027279479,2517.927651696329
2022-01-19,9211.434819853062,7062.02331132172,2149.4115085313424
2022-01-20,10217.694933074376,9165.746729893563,1051.948203180813
2022-01-21,10732.501183564662,6201.514766590768,4530.986416973894
2022-01-22,12766.051460888084,6815.5411126459985,5950.5103482420855
2022-01-23,7746.949605057206,7601.062598810634,145.88700624657213
2022-01-24,8864.2472339605,8086.1569341114055,778.0902998490938
2022-01-25,9393.07961389804,6931.5135441142265,2461.566069783814
2022-01-26,11751.635748024093,6230.109262084483,5521.52648593961
2022-01-27,10401.006687173756,9529.346193481462,871.660493692294
2022-01-28,10261.274035515667,8929.704479201317,1331.5695563143508
2022-01-29,11584.456693806167,8620.201196058433,2964.255497747734
2022-01-30,6763.419852693625,10261.906985675221,-3498.487132981596
2022-01-31,11622.151403275882,8312.207336010531,3309.944067265351
2022-02-01,9458.133645241911,6473.610244753141,2984.5234004887698
2022-02-02,12147.46830696122,6622.814005622978,5524.6543013382425
2022-02-03,7271.120869026815,8549.600396707861,-1278.4795276810464
2022-02-04,10041.695126139215,6082.262148709102,3959.432977430113
2022-02-05,11867.367770700122,8695.668979628266,3171.6987910718562
2022-02-06,9067.662844688279,10712.122037897856,-1644.4591932095773
2022-02-07,8783.727872934473,9286.428951971286,-502.7010790368131
2022-02-08,6916.292187992685,9460.28464314882,-2543.9924551561344
2022-02-09,8810.28700143211,7269.473239208042,1540.8137622240683
2022-02-10,9207.279940633489,8829.433843433433,377.84609720005574
2022-02-11,10671.24804849726,9861.051633884204,810.1964146130558
2022-02-12,11994.678183218319,7369.4841337639045,4625.194049454414
2022-02-13,10424.865336334866,9406.874878880502,1017.9904574543634
2022-02-14,8616.240455461042,7667.357973811319,948.8824816497226
2022-02-15,9432.5291085288,7964.63969675469,1467.889411774111
2022-02-16,11859.032044996813,9203.912657153638,2655.119387843175
2022-02-17,7800.8289855742805,6866.013327414267,934.8156581600133
2022-02-18,8531.331474740668,5528.06598306223,3003.2654916784377
2022-02-19,14364.386985739671,10402.619576085392,3961.7674096542796
2022-02-20,8558.618917010766,9160.910894365945,-602.2919773551785
2022-02-21,11038.251118303695,5856.809204934289,5181.441913369406
2022-02-22,9876.877666077906,7148.4024670319595,2728.4751990459463
2022-02-23,11275.871172484,7423.643049000994,3852.228123483005
2022-02-24,12330.924198724248,5436.584572563415,6894.339626160832
2022-02-25,8166.161160879483,7519.963264687558,646.1978961919249
2022-02-26,11281.881461656534,6591.199496420181,4690.681965236353
2022-02-27,10834.656146424888,6900.424559726878,3934.23158669801
2022-02-28,11262.253002011637,7682.599878986964,3579.6531230246737
2022-03-01,9598.35605329674,5794.009788795403,3804.346264501337
2022-03-02,11348.28664325772,10221.294891136418,1126.991752121301
2022-03-03,12048.911911655492,8413.34040579253,3635.571505862961
2022-03-04,9133.098220844106,7685.750430549573,1447.3477902945324
2022-03-05,8388.86390438314,6644.655467397477,1744.2084369856639
2022-03-06,8389.597219314972,9933.57003653351,-1543.9728172185387
2022-03-07,8887.804504406919,8637.492243222954,250.31226118396444
2022-03-08,12146.89707686467,8836.418076886626,3310.478999978044
2022-03-09,12604.189804071408,11147.629355005201,1456.5604490662063
2022-03-10,6462.580718554208,6820.430951303182,-357.8502327489741
2022-03-11,7481.0318648408365,10079.676288952764,-2598.644424111927
2022-03-12,13388.076707485758,8331.129210976454,5056.947496509303
2022-03-13,12487.363588059026,4533.238710169708,7954.124877889319
2022-03-14,10389.268532021768,9577.975593440804,811.2929385809639
2022-03-15,13929.648442827263,10299.05096684597,3630.5974759812925
2022-03-16,10779.690725494189,10495.355344452077,284.3353810421122
